"ID","a12","l1","l2","a21","meanN1","medN1","meanN2","medN2","MTC","sdN1","sdN2","medTC","MTP1","medTP1","MTP2","medTP2","Ext1","Ext2","E1","S1","E2","S2","Rank1","Rank2","CoexistRank","Asy"
4307,1.00,15,18,0.50,3.74,3.63,12.92,13.00,9.76,1.07,1.64,9.00,9.76,9.00,6.00,6.00,0.99,5.0e-04,0.83,1.00,1.20,1.87,2,1,0,-0.87
4308,1.00,15,18,0.60,3.88,3.75,12.54,12.60,10.20,1.11,1.64,9.00,10.20,9.00,,,1.00,0.00,0.83,1.00,1.20,1.59,2,1,0,-0.59
4309,1.00,15,18,0.70,4.04,3.85,12.07,12.12,11.40,1.24,1.76,10.00,11.39,10.00,13.40,9.00,0.99,2.5e-03,0.83,1.00,1.20,1.38,2,1,0,-0.38
4310,1.00,15,18,0.80,4.22,4.00,11.59,11.76,12.37,1.50,1.98,11.00,12.41,11.00,10.00,8.00,0.98,0.01,0.83,1.00,1.20,1.22,2,1,0,-0.22
4311,1.00,15,18,0.90,4.36,4.00,11.12,11.29,13.00,1.68,2.12,11.00,12.98,11.00,13.59,11.00,0.97,0.02,0.83,1.00,1.20,1.10,2,1,0,-0.10
4312,1.00,15,18,1.00,4.71,4.20,10.45,10.86,13.78,2.05,2.57,12.00,13.89,12.00,12.50,11.00,0.91,0.08,0.83,1.00,1.20,1.00,2,1,0,0.00
4313,0.10,15,19,0.30,12.40,12.40,14.00,14.01,4911.78,0.06,0.09,4906.50,5013.63,5099.00,4809.93,4714.00,0.08,0.09,0.78,6.78,1.26,2.88,2,1,2,3.90
4314,0.10,15,19,0.40,12.55,12.55,12.60,12.62,4200.94,0.12,0.20,7209.00,4161.40,3800.50,4240.48,3973.00,0.04,0.57,0.78,6.78,1.26,2.27,2,1,2,4.51
4315,0.10,15,19,0.50,12.71,12.71,11.09,11.17,1860.57,0.24,0.54,1290.50,1884.84,1571.00,1836.30,1278.50,0.01,0.98,0.78,6.78,1.26,1.87,1,2,2,4.91
4316,0.10,15,19,0.60,12.84,12.83,9.50,9.68,458.15,0.40,0.89,315.00,469.33,435.00,458.10,315.00,4.5e-03,0.99,0.78,6.78,1.26,1.59,1,2,1,5.18
4317,0.10,15,19,0.70,12.96,12.96,7.94,8.17,147.93,0.57,1.10,102.00,,,147.93,102.00,0.00,1.00,0.78,6.78,1.26,1.38,1,2,1,5.39
4318,0.10,15,19,0.80,12.96,12.97,6.67,6.85,64.76,0.75,1.31,46.00,,,64.76,46.00,0.00,1.00,0.78,6.78,1.26,1.22,1,2,0,5.55
4319,0.10,15,19,0.90,12.95,12.96,5.75,5.83,37.66,0.88,1.29,28.00,,,37.66,28.00,0.00,1.00,0.78,6.78,1.26,1.10,1,2,0,5.68
4320,0.10,15,19,1.00,12.81,12.85,5.09,5.08,23.05,1.02,1.30,18.00,,,23.05,18.00,0.00,1.00,0.78,6.78,1.26,1.00,1,2,0,5.78
4321,0.20,15,19,0.30,10.75,10.77,14.51,14.52,3759.41,0.27,0.16,4368.00,3621.73,3020.00,3897.08,3551.50,0.75,0.02,0.78,4.13,1.26,2.88,2,1,2,1.24
4322,0.20,15,19,0.40,11.03,11.04,13.25,13.26,3822.68,0.19,0.28,4615.00,3744.77,3279.00,3900.59,3399.00,0.53,0.24,0.78,4.13,1.26,2.27,2,1,2,1.85
4323,0.20,15,19,0.50,11.32,11.33,11.87,11.91,2376.73,0.27,0.47,1670.00,2433.08,1684.00,2320.38,1617.00,0.19,0.79,0.78,4.13,1.26,1.87,2,1,2,2.25
4324,0.20,15,19,0.60,11.65,11.63,10.28,10.46,655.10,0.43,0.89,446.50,526.58,399.00,659.90,450.50,0.03,0.96,0.78,4.13,1.26,1.59,1,2,1,2.53
4325,0.20,15,19,0.70,11.93,11.91,8.74,8.97,200.40,0.62,1.15,145.00,187.24,87.00,200.57,146.00,0.01,0.98,0.78,4.13,1.26,1.38,1,2,1,2.74
4326,0.20,15,19,0.80,12.13,12.11,7.32,7.53,83.32,0.78,1.35,58.00,78.00,36.00,83.34,58.00,2.5e-03,0.99,0.78,4.13,1.26,1.22,1,2,0,2.90
4327,0.20,15,19,0.90,12.23,12.25,6.21,6.35,44.73,0.92,1.43,32.00,84.00,84.00,44.71,32.00,5.0e-04,0.99,0.78,4.13,1.26,1.10,1,2,0,3.02
4328,0.20,15,19,1.00,12.22,12.25,5.45,5.50,27.68,1.01,1.44,21.00,43.00,43.00,27.67,21.00,5.0e-04,0.99,0.78,4.13,1.26,1.00,1,2,0,3.13
4329,0.30,15,19,0.20,8.51,8.62,16.04,16.07,478.90,0.66,0.46,336.00,478.90,336.00,,,1.00,0.00,0.78,2.96,1.26,3.94,2,1,1,-0.97
4330,0.30,15,19,0.30,8.86,8.96,15.04,15.05,618.72,0.60,0.52,431.50,617.89,431.00,1035.50,897.00,0.99,2.0e-03,0.78,2.96,1.26,2.88,2,1,1,0.08
4331,0.30,15,19,0.40,9.22,9.34,13.97,13.96,799.98,0.62,0.44,555.50,795.51,553.50,1043.88,860.00,0.98,0.01,0.78,2.96,1.26,2.27,2,1,1,0.69
4332,0.30,15,19,0.50,9.65,9.73,12.76,12.77,900.44,0.55,0.63,607.00,887.57,599.50,967.05,676.00,0.83,0.16,0.78,2.96,1.26,1.87,2,1,1,1.09
4333,0.30,15,19,0.60,10.14,10.17,11.33,11.42,667.92,0.65,0.83,461.50,651.49,439.00,680.55,483.00,0.43,0.56,0.78,2.96,1.26,1.59,2,1,1,1.37
4334,0.30,15,19,0.70,10.70,10.67,9.69,9.90,274.21,0.77,1.22,180.00,269.57,172.00,274.86,181.00,0.12,0.87,0.78,2.96,1.26,1.38,1,2,1,1.57
4335,0.30,15,19,0.80,11.14,11.09,8.14,8.41,117.62,0.98,1.51,83.50,101.11,71.50,118.27,84.00,0.03,0.96,0.78,2.96,1.26,1.22,1,2,0,1.73
4336,0.30,15,19,0.90,11.48,11.47,6.83,7.00,57.97,1.06,1.64,40.00,56.00,32.00,57.99,40.00,0.01,0.98,0.78,2.96,1.26,1.10,1,2,0,1.86
4337,0.30,15,19,1.00,11.58,11.62,5.93,5.94,34.01,1.11,1.62,26.00,37.40,35.50,34.00,25.50,5.0e-03,0.99,0.78,2.96,1.26,1.00,1,2,0,1.96
4338,0.40,15,19,0.20,6.59,6.74,16.20,16.28,93.79,1.03,0.83,66.00,93.79,66.00,,,1.00,0.00,0.78,2.31,1.26,3.94,2,1,0,-1.63
4339,0.40,15,19,0.30,6.89,7.07,15.41,15.48,110.98,1.06,0.86,78.00,111.03,78.00,8.00,8.00,0.99,5.0e-04,0.78,2.31,1.26,2.88,2,1,0,-0.56
4340,0.40,15,19,0.40,7.24,7.45,14.64,14.62,137.01,1.04,0.84,92.00,136.97,92.00,150.66,109.50,0.99,3.0e-03,0.78,2.31,1.26,2.27,2,1,0,0.04
4341,0.40,15,19,0.50,7.71,7.93,13.65,13.61,175.75,1.04,0.85,120.00,175.52,120.00,200.22,196.00,0.99,9.0e-03,0.78,2.31,1.26,1.87,2,1,1,0.44
4342,0.40,15,19,0.60,8.22,8.42,12.48,12.50,208.71,1.10,1.10,146.00,211.54,148.00,183.17,137.00,0.90,0.09,0.78,2.31,1.26,1.59,2,1,1,0.72
4343,0.40,15,19,0.70,8.94,9.01,10.98,11.13,199.52,1.24,1.55,139.50,204.96,141.50,190.02,133.00,0.63,0.36,0.78,2.31,1.26,1.38,2,1,1,0.92
4344,0.40,15,19,0.80,9.64,9.67,9.43,9.64,132.48,1.37,1.81,92.00,136.44,98.00,130.76,90.00,0.30,0.69,0.78,2.31,1.26,1.22,1,2,0,1.08
4345,0.40,15,19,0.90,10.29,10.29,7.80,8.00,71.97,1.39,1.95,52.00,73.61,53.50,71.77,52.00,0.10,0.89,0.78,2.31,1.26,1.10,1,2,0,1.21
4346,0.40,15,19,1.00,10.65,10.70,6.64,6.68,41.24,1.47,1.99,31.00,34.51,24.00,41.55,31.00,0.04,0.95,0.78,2.31,1.26,1.00,1,2,0,1.31
4347,0.50,15,19,0.20,5.27,5.32,16.09,16.18,34.69,1.10,1.06,26.00,34.69,26.00,,,1.00,0.00,0.78,1.90,1.26,3.94,2,1,0,-2.04
4348,0.50,15,19,0.30,5.48,5.57,15.50,15.55,38.58,1.18,1.13,28.00,38.58,28.00,,,1.00,0.00,0.78,1.90,1.26,2.88,2,1,0,-0.98
4349,0.50,15,19,0.40,5.78,5.90,14.90,14.95,46.37,1.18,1.13,34.00,46.37,34.00,,,1.00,0.00,0.78,1.90,1.26,2.27,2,1,0,-0.37
4350,0.50,15,19,0.50,6.10,6.20,14.17,14.20,53.93,1.21,1.16,40.00,53.94,40.00,48.60,35.00,0.99,2.5e-03,0.78,1.90,1.26,1.87,2,1,0,0.02
4351,0.50,15,19,0.60,6.47,6.61,13.37,13.38,66.25,1.31,1.30,49.00,66.36,49.00,58.21,51.00,0.98,0.01,0.78,1.90,1.26,1.59,2,1,0,0.30
4352,0.50,15,19,0.70,7.03,7.17,12.24,12.33,78.88,1.54,1.74,56.00,79.40,57.00,72.42,44.00,0.92,0.07,0.78,1.90,1.26,1.38,2,1,0,0.51
4353,0.50,15,19,0.80,7.69,7.81,10.97,11.14,81.32,1.72,2.10,60.00,83.43,62.00,74.47,52.00,0.76,0.23,0.78,1.90,1.26,1.22,2,1,0,0.67
4354,0.50,15,19,0.90,8.63,8.70,9.31,9.60,68.08,1.88,2.44,48.00,70.54,52.00,66.06,45.00,0.45,0.54,0.78,1.90,1.26,1.10,2,1,0,0.79
4355,0.50,15,19,1.00,9.40,9.57,7.73,7.78,47.26,1.99,2.52,34.00,45.40,33.00,47.78,35.00,0.21,0.78,0.78,1.90,1.26,1.00,1,2,0,0.90
4356,0.60,15,19,0.20,4.52,4.51,15.81,15.95,19.75,1.09,1.34,16.00,19.75,16.00,,,1.00,0.00,0.78,1.61,1.26,3.94,2,1,0,-2.33
4357,0.60,15,19,0.30,4.70,4.67,15.38,15.47,20.89,1.14,1.31,16.00,20.89,16.00,,,1.00,0.00,0.78,1.61,1.26,2.88,2,1,0,-1.27
4358,0.60,15,19,0.40,4.87,4.83,14.87,14.97,23.43,1.18,1.38,18.00,23.44,18.00,4.00,4.00,0.99,5.0e-04,0.78,1.61,1.26,2.27,2,1,0,-0.66
4359,0.60,15,19,0.50,5.08,5.08,14.26,14.34,25.90,1.26,1.39,20.00,25.90,20.00,,,1.00,0.00,0.78,1.61,1.26,1.87,2,1,0,-0.26
4360,0.60,15,19,0.60,5.27,5.27,13.68,13.75,28.88,1.32,1.46,22.00,28.89,22.00,26.83,23.50,0.99,3.0e-03,0.78,1.61,1.26,1.59,2,1,0,0.01
4361,0.60,15,19,0.70,5.72,5.71,12.88,13.02,34.68,1.53,1.72,27.00,34.84,27.00,26.43,16.00,0.98,0.01,0.78,1.61,1.26,1.38,2,1,0,0.22
4362,0.60,15,19,0.80,6.09,6.06,12.07,12.25,38.94,1.75,2.04,28.00,38.98,28.00,38.44,27.00,0.93,0.06,0.78,1.61,1.26,1.22,2,1,0,0.38
4363,0.60,15,19,0.90,6.80,6.74,10.83,11.13,42.50,2.10,2.57,31.00,42.63,32.00,41.95,29.50,0.80,0.19,0.78,1.61,1.26,1.10,2,1,0,0.50
4364,0.60,15,19,1.00,7.62,7.67,9.40,9.63,38.37,2.37,2.97,29.00,38.82,30.00,37.75,27.00,0.58,0.41,0.78,1.61,1.26,1.00,2,1,0,0.61
4365,0.70,15,19,0.20,4.09,4.00,15.51,15.68,13.34,1.02,1.52,11.00,13.34,11.00,,,1.00,0.00,0.78,1.39,1.26,3.94,2,1,0,-2.55
4366,0.70,15,19,0.30,4.23,4.16,15.13,15.22,14.51,1.10,1.44,12.00,14.51,12.00,,,1.00,0.00,0.78,1.39,1.26,2.88,2,1,0,-1.48
4367,0.70,15,19,0.40,4.31,4.25,14.66,14.75,15.57,1.13,1.45,13.00,15.57,13.00,,,1.00,0.00,0.78,1.39,1.26,2.27,2,1,0,-0.87
4368,0.70,15,19,0.50,4.49,4.40,14.17,14.28,16.71,1.18,1.47,14.00,16.71,14.00,,,1.00,0.00,0.78,1.39,1.26,1.87,2,1,0,-0.47
4369,0.70,15,19,0.60,4.66,4.55,13.64,13.76,18.15,1.29,1.57,15.00,18.16,15.00,3.00,3.00,0.99,5.0e-04,0.78,1.39,1.26,1.59,2,1,0,-0.19
4370,0.70,15,19,0.70,4.91,4.79,13.07,13.20,20.44,1.45,1.73,17.00,20.51,17.00,13.00,11.50,0.99,9.0e-03,0.78,1.39,1.26,1.38,2,1,0,8.16993464052285e-03
4371,0.70,15,19,0.80,5.17,5.04,12.43,12.61,22.43,1.71,2.05,18.00,22.57,18.00,17.25,13.00,0.97,0.02,0.78,1.39,1.26,1.22,2,1,0,0.16
4372,0.70,15,19,0.90,5.73,5.50,11.46,11.83,25.22,1.99,2.44,20.00,25.56,20.00,21.87,19.00,0.90,0.09,0.78,1.39,1.26,1.10,2,1,0,0.29
4373,0.70,15,19,1.00,6.23,5.83,10.46,11.00,26.52,2.33,2.87,21.00,26.99,21.50,24.50,17.50,0.81,0.18,0.78,1.39,1.26,1.00,2,1,0,0.39
4374,0.80,15,19,0.20,3.80,3.71,15.34,15.42,10.73,0.94,1.50,9.00,10.73,9.00,,,1.00,0.00,0.78,1.23,1.26,3.94,2,1,0,-2.71
4375,0.80,15,19,0.30,3.90,3.80,14.87,15.00,11.31,1.04,1.54,10.00,11.31,10.00,,,1.00,0.00,0.78,1.23,1.26,2.88,2,1,0,-1.65
4376,0.80,15,19,0.40,4.01,3.91,14.44,14.52,12.08,1.09,1.58,10.00,12.08,10.00,3.00,3.00,0.99,5.0e-04,0.78,1.23,1.26,2.27,2,1,0,-1.03
4377,0.80,15,19,0.50,4.11,4.00,14.05,14.08,12.95,1.09,1.55,11.00,12.95,11.00,,,1.00,0.00,0.78,1.23,1.26,1.87,2,1,0,-0.64
4378,0.80,15,19,0.60,4.27,4.14,13.57,13.66,13.79,1.24,1.61,12.00,13.80,12.00,4.00,4.00,0.99,1.0e-03,0.78,1.23,1.26,1.59,2,1,0,-0.36
4379,0.80,15,19,0.70,4.39,4.25,13.14,13.23,14.95,1.27,1.69,13.00,14.97,13.00,8.50,7.50,0.99,2.0e-03,0.78,1.23,1.26,1.38,2,1,0,-0.15
4380,0.80,15,19,0.80,4.64,4.45,12.56,12.72,16.47,1.48,1.95,14.00,16.49,14.00,14.90,12.00,0.98,0.01,0.78,1.23,1.26,1.22,2,1,0,4.25803704492256e-03
4381,0.80,15,19,0.90,4.93,4.64,11.86,12.11,17.75,1.76,2.23,15.00,17.80,15.00,16.30,13.00,0.96,0.03,0.78,1.23,1.26,1.10,2,1,0,0.13
4382,0.80,15,19,1.00,5.34,5.00,11.11,11.59,19.42,2.10,2.72,16.00,19.68,16.00,16.91,13.00,0.90,0.09,0.78,1.23,1.26,1.00,2,1,0,0.23
4383,0.90,15,19,0.20,3.60,3.50,15.07,15.14,9.06,0.95,1.61,8.00,9.06,8.00,,,1.00,0.00,0.78,1.10,1.26,3.94,2,1,0,-2.84
4384,0.90,15,19,0.30,3.71,3.58,14.62,14.66,9.50,0.98,1.60,8.00,9.50,8.00,,,1.00,0.00,0.78,1.10,1.26,2.88,2,1,0,-1.77
4385,0.90,15,19,0.40,3.76,3.66,14.24,14.30,9.86,1.02,1.68,9.00,9.86,9.00,,,1.00,0.00,0.78,1.10,1.26,2.27,2,1,0,-1.16
4386,0.90,15,19,0.50,3.87,3.75,13.89,14.00,10.59,1.05,1.66,9.00,10.59,9.00,,,1.00,0.00,0.78,1.10,1.26,1.87,2,1,0,-0.77
4387,0.90,15,19,0.60,3.94,3.81,13.47,13.50,11.30,1.16,1.65,10.00,11.30,10.00,4.00,4.00,0.99,5.0e-04,0.78,1.10,1.26,1.59,2,1,0,-0.49
4388,0.90,15,19,0.70,4.07,3.92,12.99,13.12,11.90,1.21,1.75,10.00,11.90,10.00,7.50,7.50,0.99,1.0e-03,0.78,1.10,1.26,1.38,2,1,0,-0.28
4389,0.90,15,19,0.80,4.30,4.10,12.45,12.57,12.86,1.42,1.96,11.00,12.90,11.00,8.23,6.00,0.99,8.5e-03,0.78,1.10,1.26,1.22,2,1,0,-0.12
4390,0.90,15,19,0.90,4.45,4.17,12.01,12.16,13.83,1.61,2.13,12.00,13.92,12.00,9.41,8.00,0.97,0.02,0.78,1.10,1.26,1.10,2,1,0,1.70998632010932e-03
4391,0.90,15,19,1.00,4.75,4.33,11.28,11.59,14.88,1.94,2.51,13.00,14.96,13.00,13.58,11.50,0.94,0.05,0.78,1.10,1.26,1.00,2,1,0,0.10
4392,1.00,15,19,0.20,3.51,3.40,14.78,14.87,7.89,0.88,1.67,7.00,7.89,7.00,,,1.00,0.00,0.78,1.00,1.26,3.94,2,1,0,-2.94
4393,1.00,15,19,0.30,3.54,3.46,14.43,14.50,8.30,0.90,1.65,7.00,8.30,7.00,,,1.00,0.00,0.78,1.00,1.26,2.88,2,1,0,-1.88
4394,1.00,15,19,0.40,3.65,3.55,14.04,14.00,8.66,0.96,1.65,8.00,8.66,8.00,,,1.00,0.00,0.78,1.00,1.26,2.27,2,1,0,-1.27
4395,1.00,15,19,0.50,3.64,3.50,13.59,13.70,9.01,1.03,1.74,8.00,9.01,8.00,,,1.00,0.00,0.78,1.00,1.26,1.87,2,1,0,-0.87
4396,1.00,15,19,0.60,3.77,3.63,13.28,13.37,9.68,1.07,1.77,9.00,9.68,9.00,,,1.00,0.00,0.78,1.00,1.26,1.59,2,1,0,-0.59
4397,1.00,15,19,0.70,3.84,3.66,12.83,12.93,9.84,1.21,1.81,9.00,9.85,9.00,6.40,5.00,0.99,2.5e-03,0.78,1.00,1.26,1.38,2,1,0,-0.38
4398,1.00,15,19,0.80,3.95,3.77,12.47,12.60,10.78,1.22,1.85,9.00,10.79,9.00,6.40,7.00,0.99,2.5e-03,0.78,1.00,1.26,1.22,2,1,0,-0.22
4399,1.00,15,19,0.90,4.14,3.89,12.00,12.16,11.48,1.44,2.04,10.00,11.50,10.00,10.00,9.00,0.98,0.01,0.78,1.00,1.26,1.10,2,1,0,-0.10
4400,1.00,15,19,1.00,4.36,4.00,11.42,11.66,12.23,1.67,2.30,11.00,12.25,11.00,11.46,10.00,0.97,0.02,0.78,1.00,1.26,1.00,2,1,0,0.00
4401,0.10,15,20,0.30,12.29,12.29,15.06,15.06,5055.83,0.05,0.06,5205.25,4733.12,4449.50,5378.54,5961.00,0.09,0.03,0.75,6.89,1.33,2.88,2,1,2,4.01
4402,0.10,15,20,0.40,12.43,12.43,13.69,13.70,4845.00,0.08,0.17,4814.50,4947.22,4967.00,4742.78,4662.00,0.06,0.27,0.75,6.89,1.33,2.27,2,1,2,4.62
4403,0.10,15,20,0.50,12.59,12.59,12.25,12.29,3422.04,0.15,0.38,3132.00,3569.94,2853.00,3274.14,2667.00,0.02,0.86,0.75,6.89,1.33,1.87,1,2,2,5.02
4404,0.10,15,20,0.60,12.76,12.74,10.66,10.80,921.18,0.33,0.76,634.50,951.46,671.00,920.98,634.00,6.5e-03,0.99,0.75,6.89,1.33,1.59,1,2,1,5.30
4405,0.10,15,20,0.70,12.89,12.88,9.06,9.28,270.85,0.49,1.06,190.00,212.75,155.00,270.96,190.00,2.0e-03,0.99,0.75,6.89,1.33,1.38,1,2,1,5.50
4406,0.10,15,20,0.80,12.95,12.95,7.60,7.84,104.14,0.63,1.26,75.00,338.00,338.00,104.02,75.00,5.0e-04,0.99,0.75,6.89,1.33,1.22,1,2,0,5.66
4407,0.10,15,20,0.90,12.89,12.89,6.51,6.65,51.59,0.82,1.38,38.00,,,51.59,38.00,0.00,1.00,0.75,6.89,1.33,1.10,1,2,0,5.79
4408,0.10,15,20,1.00,12.83,12.86,5.71,5.75,31.60,0.94,1.34,25.00,,,31.60,25.00,0.00,1.00,0.75,6.89,1.33,1.00,1,2,0,5.89
4409,0.20,15,20,0.30,10.50,10.52,15.61,15.61,3346.33,0.23,0.20,3292.50,3352.58,2783.00,3340.08,1504.50,0.86,6.0e-03,0.75,4.16,1.33,2.88,2,1,2,1.28
4410,0.20,15,20,0.40,10.76,10.79,14.39,14.39,3678.41,0.32,0.19,4056.00,3669.57,3096.00,3687.25,2995.50,0.74,0.07,0.75,4.16,1.33,2.27,2,1,2,1.89
4411,0.20,15,20,0.50,11.06,11.07,13.08,13.10,3270.54,0.24,0.35,3037.50,3169.41,2541.00,3371.67,2764.00,0.43,0.46,0.75,4.16,1.33,1.87,2,1,2,2.29
4412,0.20,15,20,0.60,11.38,11.37,11.62,11.71,1405.00,0.37,0.64,999.00,1352.74,798.50,1457.26,1018.00,0.11,0.88,0.75,4.16,1.33,1.59,2,1,1,2.57
4413,0.20,15,20,0.70,11.71,11.68,10.03,10.22,398.45,0.53,1.02,286.50,308.81,189.00,400.42,289.00,0.02,0.97,0.75,4.16,1.33,1.38,1,2,1,2.77
4414,0.20,15,20,0.80,11.98,11.93,8.46,8.70,146.87,0.69,1.32,105.50,185.50,160.50,146.64,105.00,6.0e-03,0.99,0.75,4.16,1.33,1.22,1,2,1,2.93
4415,0.20,15,20,0.90,12.19,12.14,7.01,7.22,68.29,0.83,1.49,48.00,57.33,73.00,68.30,48.00,1.5e-03,0.99,0.75,4.16,1.33,1.10,1,2,0,3.06
4416,0.20,15,20,1.00,12.19,12.21,6.17,6.31,38.78,0.94,1.47,29.00,36.75,21.50,38.78,29.00,2.0e-03,0.99,0.75,4.16,1.33,1.00,1,2,0,3.16
4417,0.30,15,20,0.20,8.12,8.26,17.11,17.14,346.38,0.72,0.52,235.50,346.38,235.50,,,1.00,0.00,0.75,2.98,1.33,3.94,2,1,1,-0.96
4418,0.30,15,20,0.30,8.43,8.56,16.18,16.18,414.79,0.74,0.50,286.50,414.77,286.00,464.00,464.00,0.99,5.0e-04,0.75,2.98,1.33,2.88,2,1,1,0.10
4419,0.30,15,20,0.40,8.81,8.94,15.14,15.13,541.56,0.65,0.51,362.50,542.49,363.00,277.42,194.00,0.99,3.5e-03,0.75,2.98,1.33,2.27,2,1,1,0.71
4420,0.30,15,20,0.50,9.20,9.31,14.04,14.01,712.97,0.64,0.55,503.00,718.33,507.00,558.37,318.00,0.96,0.03,0.75,2.98,1.33,1.87,2,1,1,1.11
4421,0.30,15,20,0.60,9.64,9.72,12.71,12.74,731.26,0.67,0.74,500.50,729.08,499.00,737.84,505.50,0.75,0.24,0.75,2.98,1.33,1.59,2,1,1,1.38
4422,0.30,15,20,0.70,10.16,10.19,11.22,11.34,457.82,0.83,1.09,314.00,469.91,314.00,451.40,314.00,0.34,0.65,0.75,2.98,1.33,1.38,2,1,1,1.59
4423,0.30,15,20,0.80,10.72,10.69,9.53,9.78,201.76,0.88,1.49,147.00,220.15,171.00,199.70,145.50,0.10,0.89,0.75,2.98,1.33,1.22,1,2,1,1.75
4424,0.30,15,20,0.90,11.10,11.11,8.06,8.34,90.50,1.05,1.70,65.00,68.41,48.50,91.30,65.00,0.03,0.96,0.75,2.98,1.33,1.10,1,2,0,1.88
4425,0.30,15,20,1.00,11.41,11.38,6.79,6.92,49.44,1.09,1.73,36.00,56.33,51.00,49.38,36.00,9.0e-03,0.99,0.75,2.98,1.33,1.00,1,2,0,1.98
4426,0.40,15,20,0.20,6.18,6.33,17.17,17.28,71.76,1.05,0.93,51.00,71.76,51.00,,,1.00,0.00,0.75,2.32,1.33,3.94,2,1,0,-1.62
4427,0.40,15,20,0.30,6.50,6.67,16.41,16.48,85.04,1.07,0.94,59.00,85.04,59.00,,,1.00,0.00,0.75,2.32,1.33,2.88,2,1,0,-0.55
4428,0.40,15,20,0.40,6.81,6.99,15.66,15.72,96.41,1.09,0.97,68.00,96.41,68.00,,,1.00,0.00,0.75,2.32,1.33,2.27,2,1,0,0.05
4429,0.40,15,20,0.50,7.19,7.36,14.80,14.84,120.85,1.10,1.01,85.00,121.16,85.00,44.00,29.50,0.99,4.0e-03,0.75,2.32,1.33,1.87,2,1,0,0.45
4430,0.40,15,20,0.60,7.59,7.80,13.83,13.84,150.15,1.16,1.15,105.00,150.87,105.00,120.36,98.00,0.97,0.02,0.75,2.32,1.33,1.59,2,1,1,0.72
4431,0.40,15,20,0.70,8.18,8.37,12.59,12.62,172.15,1.24,1.33,124.00,172.50,124.00,169.63,122.00,0.87,0.12,0.75,2.32,1.33,1.38,2,1,1,0.93
4432,0.40,15,20,0.80,8.85,8.96,11.11,11.28,156.35,1.41,1.81,109.00,158.43,113.00,153.26,106.00,0.59,0.40,0.75,2.32,1.33,1.22,2,1,1,1.09
4433,0.40,15,20,0.90,9.65,9.67,9.37,9.65,109.79,1.43,2.10,81.00,110.74,82.00,109.43,81.00,0.27,0.72,0.75,2.32,1.33,1.10,1,2,0,1.22
4434,0.40,15,20,1.00,10.22,10.28,7.89,8.05,62.63,1.50,2.16,45.00,63.44,45.00,62.54,45.00,0.10,0.89,0.75,2.32,1.33,1.00,1,2,0,1.32
4435,0.50,15,20,0.20,4.98,5.03,16.98,17.09,28.56,1.08,1.22,22.00,28.56,22.00,,,1.00,0.00,0.75,1.90,1.33,3.94,2,1,0,-2.04
4436,0.50,15,20,0.30,5.18,5.23,16.36,16.51,30.25,1.14,1.28,23.00,30.25,23.00,,,1.00,0.00,0.75,1.90,1.33,2.88,2,1,0,-0.97
4437,0.50,15,20,0.40,5.39,5.47,15.82,15.90,35.83,1.15,1.28,27.00,35.83,27.00,,,1.00,0.00,0.75,1.90,1.33,2.27,2,1,0,-0.36
4438,0.50,15,20,0.50,5.65,5.70,15.17,15.26,39.64,1.24,1.30,30.00,39.65,30.00,8.00,8.00,0.99,5.0e-04,0.75,1.90,1.33,1.87,2,1,0,0.02
4439,0.50,15,20,0.60,5.97,6.07,14.45,14.50,48.62,1.32,1.45,36.00,48.68,36.00,35.50,10.50,0.99,4.0e-03,0.75,1.90,1.33,1.59,2,1,0,0.30
4440,0.50,15,20,0.70,6.39,6.49,13.54,13.65,53.47,1.43,1.62,39.00,53.86,39.00,33.47,21.00,0.98,0.01,0.75,1.90,1.33,1.38,2,1,0,0.51
4441,0.50,15,20,0.80,6.86,7.00,12.64,12.72,63.15,1.65,1.91,45.00,63.24,45.00,62.18,45.00,0.91,0.08,0.75,1.90,1.33,1.22,2,1,0,0.67
4442,0.50,15,20,0.90,7.58,7.69,11.23,11.42,67.57,1.90,2.42,50.00,68.63,50.00,64.40,50.00,0.74,0.25,0.75,1.90,1.33,1.10,2,1,0,0.80
4443,0.50,15,20,1.00,8.51,8.62,9.49,9.66,57.14,2.14,2.81,40.00,57.91,41.00,56.47,39.00,0.46,0.53,0.75,1.90,1.33,1.00,2,1,0,0.90
4444,0.60,15,20,0.20,4.36,4.27,16.57,16.67,16.43,1.09,1.45,13.00,16.43,13.00,,,1.00,0.00,0.75,1.61,1.33,3.94,2,1,0,-2.33
4445,0.60,15,20,0.30,4.50,4.41,16.10,16.27,18.25,1.09,1.46,15.00,18.25,15.00,,,1.00,0.00,0.75,1.61,1.33,2.88,2,1,0,-1.27
4446,0.60,15,20,0.40,4.66,4.65,15.69,15.80,19.66,1.14,1.38,16.00,19.66,16.00,,,1.00,0.00,0.75,1.61,1.33,2.27,2,1,0,-0.65
4447,0.60,15,20,0.50,4.85,4.83,15.16,15.27,21.58,1.21,1.47,17.00,21.56,17.00,56.00,56.00,0.99,5.0e-04,0.75,1.61,1.33,1.87,2,1,0,-0.26
4448,0.60,15,20,0.60,4.98,4.95,14.60,14.69,23.34,1.26,1.51,19.00,23.32,19.00,59.00,59.00,0.99,5.0e-04,0.75,1.61,1.33,1.59,2,1,0,0.01
